id,wine,average rating,review count,image
r0057,Cabernet Sauvignon RBS Beckstoffer To Kalon Vineyard 2003,4.9,29,https://images.vivino.com/thumbs/GpcSXs2ERS6niDxoAsvESA_pb_x300.png
r0058,No. 6 Pinot Noir 2001,4.8,29,https://images.vivino.com/thumbs/gYKOwFmURpKMBgt6raLrYg_375x500.jpg
r0059,Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon 2013,4.9,28,https://images.vivino.com/thumbs/-qHP6dTiRqiwYCFz2_RM-A_pb_x300.png
r0060,Cabernet Sauvignon 2010,4.9,28,https://images.vivino.com/thumbs/ELHDIsL6TOGR9_nfTRjC0w_pb_x300.png
r0076,Cobos Malbec 2012,4.8,82,https://images.vivino.com/thumbs/ZiSSq-CNSXyace-BxcacjA_pb_x300.png
r0086,Cobos Marchiori Vineyard Malbec 2015,4.8,52,https://images.vivino.com/thumbs/KOrKiHVjSlm4khPkAfU6yQ_pb_x300.png
r0095,Abacus Cabernet Sauvignon N.V.,4.8,41,https://images.vivino.com/thumbs/yjmpM9eFR6G_twL2P0zXCg_pb_x300.png
r0096,Ark Vineyard Cabernet Sauvignon 2009,4.8,41,https://images.vivino.com/thumbs/TQLu4uY6RuC0bW8QHDeIPw_pb_x300.png
r0099,The Beast Cabernet Sauvignon N.V.,4.8,34,https://images.vivino.com/thumbs/easjTPIcS-mCQ99XoYOMgQ_pb_x300.png
r0102,Cobos Chañares Vineyard Malbec 2015,4.8,32,https://images.vivino.com/thumbs/IQSL2hitTXi4fypdhZzi4g_pb_x300.png
r0106,Cabernet Sauvignon Old Sparky Beckstoffer To Kalon N.V.,4.8,29,https://images.vivino.com/thumbs/nPPvCaprSvqHtXOGVakjVQ_pb_x300.png
r0111,Cobos Malbec 2006,4.8,26,https://images.vivino.com/thumbs/ZiSSq-CNSXyace-BxcacjA_pb_x300.png
r0114,Ark Vineyard Cabernet Sauvignon 2012,4.8,24,https://images.vivino.com/thumbs/TQLu4uY6RuC0bW8QHDeIPw_pb_x300.png
r0117,Cabernet Sauvignon N.V.,4.8,23,https://images.vivino.com/thumbs/_dyrZSN7Sq6xyIrWTS2slA_pb_x300.png
r0118,Cobos Marchiori Vineyard Malbec 2016,4.8,23,https://images.vivino.com/thumbs/KOrKiHVjSlm4khPkAfU6yQ_pb_x300.png
r0119,Ark Vineyard Cabernet Sauvignon 2008,4.8,21,https://images.vivino.com/thumbs/TQLu4uY6RuC0bW8QHDeIPw_pb_x300.png
r0121,Taita Marchigüe Vineyard Cabernet Sauvignon 2009,4.8,20,https://images.vivino.com/thumbs/jmKZlGApSlSVDlSbUbe5JA_pb_x300.png
r0122,Mount Veeder Cabernet Sauvignon 2012,4.8,20,https://images.vivino.com/thumbs/41jCEa5TSouKrLK1mxZVLg_pb_x300.png
r0127,Cabernet Sauvignon Vineyard 887 2012,4.8,19,https://images.vivino.com/thumbs/As4eGQeHTdmvXTjpjwne2Q_pb_x300.png
r0128,Cabernet Sauvignon 2012,4.8,19,https://images.vivino.com/thumbs/Z92v0bohTBaVUVPNjiXPuA_pb_x300.png
r0131,Lindaflor La Violeta Malbec 2010,4.8,16,https://images.vivino.com/thumbs/H27-UdTARwuWTyJpaCT8bw_pb_x300.png
r0132,Cabernet Sauvignon 2010,4.8,16,https://images.vivino.com/thumbs/Z92v0bohTBaVUVPNjiXPuA_pb_x300.png
r0133,Cabernet Sauvignon 2013,4.8,16,https://images.vivino.com/thumbs/pU7uFKR-TAKAOQaf3Hpn2A_pb_x300.png
r0134,Hillside Select Cabernet Sauvignon 2001,4.8,16,https://images.vivino.com/thumbs/Q71Yx3zaRQW9IqxN0vk64w_pb_x300.png
r0135,Cabernet Sauvignon RBS Beckstoffer To Kalon Vineyard 2009,4.8,16,https://images.vivino.com/thumbs/GpcSXs2ERS6niDxoAsvESA_pb_x300.png
r0138,Cabernet Sauvignon 2015,4.8,15,https://images.vivino.com/thumbs/AEWCd6xfSvCc7aoZcEVkaw_pb_x300.png
r0144,Kayli Morgan Vineyard Cabernet Sauvignon 2013,4.8,15,https://images.vivino.com/thumbs/ZOn7KuOhTCap7hb74ucQVA_pb_x300.png
r0148,Cabernet Sauvignon 2007,4.8,14,https://images.vivino.com/thumbs/pU7uFKR-TAKAOQaf3Hpn2A_pb_x300.png
r0157,Ark Vineyard Cabernet Sauvignon 2007,4.8,13,https://images.vivino.com/thumbs/TQLu4uY6RuC0bW8QHDeIPw_pb_x300.png
r0159,Cabernet Sauvignon 2014,4.8,13,https://images.vivino.com/thumbs/pU7uFKR-TAKAOQaf3Hpn2A_pb_x300.png
r0165,Adrianna Vineyard River Stones Malbec 2015,4.8,12,https://images.vivino.com/thumbs/nJVKE4QhQ8ayYG8MfdIJQA_pb_x300.png
r0176,Cabernet Sauvignon 2015,4.8,10,https://images.vivino.com/thumbs/pU7uFKR-TAKAOQaf3Hpn2A_pb_x300.png
r0179,Backus Vineyard Cabernet Sauvignon 2013,4.8,10,https://images.vivino.com/thumbs/P-vNjR3JTdSDginmrnDX_Q_pb_x300.png
r0180,Cabernet Sauvignon RBS Beckstoffer To Kalon Vineyard 2010,4.8,10,https://images.vivino.com/thumbs/GpcSXs2ERS6niDxoAsvESA_pb_x300.png
r0188,Cabernet Sauvignon 2006,4.8,99,https://images.vivino.com/thumbs/Z92v0bohTBaVUVPNjiXPuA_pb_x300.png
r0189,Poetry Cabernet Sauvignon 2012,4.8,99,https://images.vivino.com/thumbs/rbOkqy3pSTuTVU8XKAFYXw_pb_x300.png
r0192,Ark Vineyard Cabernet Sauvignon 2005,4.8,97,https://images.vivino.com/thumbs/TQLu4uY6RuC0bW8QHDeIPw_pb_x300.png
r0194,Kayli Morgan Vineyard Cabernet Sauvignon 2014,4.8,96,https://images.vivino.com/thumbs/ZOn7KuOhTCap7hb74ucQVA_pb_x300.png
r0197,Cabernet Sauvignon RBS Beckstoffer To Kalon Vineyard 2014,4.8,93,https://images.vivino.com/thumbs/GpcSXs2ERS6niDxoAsvESA_pb_x300.png
r0201,Backus Vineyard Cabernet Sauvignon 2014,4.8,92,https://images.vivino.com/thumbs/P-vNjR3JTdSDginmrnDX_Q_pb_x300.png
r0210,Treehouse Pinot Noir 2015,4.8,86,https://images.vivino.com/thumbs/k7oHkUodSvi8tQeQdFmI4g_pb_x300.png
r0213,Fortis Cabernet Sauvignon 2010,4.8,85,https://images.vivino.com/thumbs/nu85uiOyQiay0d_WLhYTNg_pb_x300.png
r0216,Cabernet Sauvignon 2012,4.8,80,https://images.vivino.com/thumbs/V1dBHwuBQsqUeHuGeGdiYw_pb_x300.png
r0220,Materium Cabernet Sauvignon 2013,4.8,76,https://images.vivino.com/thumbs/vqT06EsOQOOXR_9jqByJEA_pb_x300.png
r0223,Cabernet Sauvignon 2012,4.8,75,https://images.vivino.com/thumbs/VyhOO9qKQu-qD7KwBDlEQw_pb_x300.png
r0229,Cabernet Sauvignon Proprietor Grown 2005,4.8,72,https://images.vivino.com/thumbs/JL0BHEkRTxqJUuW9QfABtA_pb_x300.png
r0233,Papa Syrah 2003,4.8,71,https://images.vivino.com/thumbs/D1hyDtZdQHq3y7zcEQUc7g_pb_x300.png
r0234,Cabernet Sauvignon 2003,4.8,71,https://images.vivino.com/thumbs/Z92v0bohTBaVUVPNjiXPuA_pb_x300.png
r0236,Cobos Chañares Vineyard Malbec 2016,4.8,70,https://images.vivino.com/thumbs/IQSL2hitTXi4fypdhZzi4g_pb_x300.png
r0238,Bootlegger's Hill Pinot Noir 2014,4.8,70,https://images.vivino.com/thumbs/aWeZrSwlRFuHjHuaCgLCxQ_pb_x300.png
r0244,Gaston Cabernet Sauvignon 2012,4.8,68,https://images.vivino.com/thumbs/yF180mpVQMS13Ci9B_cI9A_pb_x300.png
r0246,Fortis Cabernet Sauvignon 2014,4.8,68,https://images.vivino.com/thumbs/nu85uiOyQiay0d_WLhYTNg_pb_x300.png
r0258,Reserve Cabernet Sauvignon 2015,4.8,63,https://images.vivino.com/thumbs/zs5_IWwJQ1mBTj8SyNvmTg_pb_x300.png
r0263,The Beast Cabernet Sauvignon 2015,4.8,63,https://images.vivino.com/thumbs/easjTPIcS-mCQ99XoYOMgQ_pb_x300.png
r0264,Kayli Morgan Vineyard Cabernet Sauvignon 2009,4.8,63,https://images.vivino.com/thumbs/ZOn7KuOhTCap7hb74ucQVA_pb_x300.png
r0268,Five Shooter Syrah 2010,4.8,62,https://images.vivino.com/thumbs/mNDCW_YQSLatFnuatZh4zw_pb_x300.png
r0269,Sacrashe Vineyard Cabernet Sauvignon N.V.,4.8,67,https://images.vivino.com/thumbs/CyFO5fLBQAGfRhDrHnblRA_375x500.jpg
r0274,Howell Mountain Cabernet Sauvignon 2012,4.8,61,https://images.vivino.com/thumbs/e7OaezgsQdKFFXBwRgkKOg_pb_x300.png
r0280,Cabernet Sauvignon St. Helena Mountain Family Reserve 2012,4.8,59,https://images.vivino.com/thumbs/NnvfxpP_S2GycGg7VNkeYQ_375x500.jpg
r0281,Ratsel Syrah 2016,4.8,59,https://images.vivino.com/thumbs/ZzMKzqFqRO-6oI3ys3gGgQ_pb_x300.png
r0283,Cabernet Sauvignon Proprietor Grown 1997,4.8,58,https://images.vivino.com/thumbs/JL0BHEkRTxqJUuW9QfABtA_pb_x300.png
r0289,Cabernet Sauvignon 1999,4.8,57,https://images.vivino.com/thumbs/Z92v0bohTBaVUVPNjiXPuA_pb_x300.png
r0291,Cabernet Sauvignon 1998,4.8,56,https://images.vivino.com/thumbs/Z92v0bohTBaVUVPNjiXPuA_pb_x300.png
r0292,Cabernet Sauvignon Old Sparky Beckstoffer To Kalon 2012,4.8,55,https://images.vivino.com/thumbs/nPPvCaprSvqHtXOGVakjVQ_pb_x300.png
r0296,G.B. Crane Vineyard Cabernet Sauvignon 2012,4.8,54,https://images.vivino.com/thumbs/y3AWKpwhQcCwKIz09e2onw_pb_x300.png
r0302,Cabernet Sauvignon CCS Beckstoffer To Kalon Vineyard 2012,4.8,53,https://images.vivino.com/thumbs/_jt3dPPrSZKfVmV6J8YlLg_pb_x300.png
r0304,Cabernet Sauvignon 2002,4.8,53,https://images.vivino.com/thumbs/Z92v0bohTBaVUVPNjiXPuA_pb_x300.png
r0305,Madrona Ranch Cabernet Sauvignon 2008,4.8,53,https://images.vivino.com/thumbs/L27lLpSLSQmHB9x5xFBpmQ_pb_x300.png
r0306,Cabernet Sauvignon 2012,4.8,53,https://images.vivino.com/thumbs/_dyrZSN7Sq6xyIrWTS2slA_pb_x300.png
r0309,Atlantis Fe203 1A Syrah N.V.,4.7,53,https://images.vivino.com/thumbs/KvLvqn0WR467QX39jGr4fg_pb_x300.png
r0310,Mount Veeder Cabernet Sauvignon 2006,4.8,51,https://images.vivino.com/thumbs/41jCEa5TSouKrLK1mxZVLg_pb_x300.png
r0313,Cabernet Sauvignon St. Helena Mountain 2010,4.8,51,https://images.vivino.com/thumbs/05c129iwR-mOludhobyiCA_pb_x300.png
r0317,Cabernet Sauvignon 2016,4.8,49,https://images.vivino.com/thumbs/wWeJuTtyTeyiSvhPEO_IeQ_pb_x300.png
r0318,Poetry Cabernet Sauvignon 2013,4.8,49,https://images.vivino.com/thumbs/rbOkqy3pSTuTVU8XKAFYXw_pb_x300.png
r0321,Cabernet Sauvignon 2011,4.8,48,https://images.vivino.com/thumbs/_dyrZSN7Sq6xyIrWTS2slA_pb_x300.png
r0322,Cabernet Sauvignon CCS Beckstoffer To Kalon Vineyard 2013,4.8,48,https://images.vivino.com/thumbs/_jt3dPPrSZKfVmV6J8YlLg_pb_x300.png
r0327,Panek Vineyard Cabernet Sauvignon 2012,4.8,47,https://images.vivino.com/thumbs/BeV2BOMoQC2qVPvKuB78fg_pb_x300.png
r0329,Cabernet Sauvignon Old Sparky Beckstoffer To Kalon 2014,4.8,46,https://images.vivino.com/thumbs/nPPvCaprSvqHtXOGVakjVQ_pb_x300.png
r0332,Beckstoffer To Kalon Cabernet Sauvignon 2014,4.8,46,https://images.vivino.com/thumbs/J1wTk-GcSUOGdXfk7nTA7w_pb_x300.png
r0340,State Lane Vineyard Cabernet Sauvignon Grand-Vin 2007,4.8,44,https://images.vivino.com/thumbs/k2ixDxWuR_S3TNhbQTJUKQ_pb_x300.png
r0344,Stockholm Syndrome Eleven Confession Vineyard Syrah 2010,4.8,43,https://images.vivino.com/thumbs/GejoTq_wSAazxp2j6iGiCA_pb_x300.png
r0345,Jersey Boys Vineyard Cabernet Sauvignon 2013,4.8,43,https://images.vivino.com/thumbs/IkCSmw9BT-6wOOCwxUWCOw_pb_x300.png
r0349,Malbec Argentino 2003,4.8,43,https://images.vivino.com/thumbs/K2Ui4ULxQd2S3jcrgwmxYQ_pb_x300.png
r0350,Stockholm Syndrome Eleven Confession Vineyard Grenache N.V.,4.8,42,https://images.vivino.com/thumbs/eoESQg64S8mw1BwEJVVkGQ_pb_x300.png
r0354,Rochioli Riverblock Vineyard Pinot Noir 2013,4.8,42,https://images.vivino.com/thumbs/OR7cG4txSZKg6zNlznIAKA_pb_x300.png
r0359,Cabernet Sauvignon LPV Beckstoffer Las Piedras Vineyard 2011,4.8,41,https://images.vivino.com/thumbs/My_ybUSLQ72eQ4vCR_I4vg_pb_x300.png
r0361,Cabernet Sauvignon 1990,4.8,41,https://images.vivino.com/thumbs/hA8Q4HF0SLW_5PD4x-LuOQ_pb_x300.png
r0365,Madrona Ranch Cabernet Sauvignon 2007,4.8,41,https://images.vivino.com/thumbs/L27lLpSLSQmHB9x5xFBpmQ_pb_x300.png
r0366,Cabernet Sauvignon 2009,4.8,40,https://images.vivino.com/thumbs/RuufQM3QS8aHbvoUWETFqQ_pb_x300.png
r0368,Stockholm Syndrome Eleven Confession Vineyard Grenache 2010,4.8,40,https://images.vivino.com/thumbs/eoESQg64S8mw1BwEJVVkGQ_pb_x300.png
r0370,The Bishop Cabernet Sauvignon 2013,4.8,40,https://images.vivino.com/highlights/icon/most_user_rated.svg
r0372,Cabernet Sauvignon 2010,4.8,40,https://images.vivino.com/thumbs/gt9rZXKHQTyzXOZNOBn_HA_pb_x300.png
r0373,Cabernet Sauvignon Estate Vineyard 2008,4.8,40,https://images.vivino.com/thumbs/0dPNyIKPTw-WXxBSil5eww_pb_x300.png
r0374,Helms Vineyard Cabernet Sauvignon 2007,4.8,40,https://images.vivino.com/thumbs/ahtEVX8nQrOVeBmkYJG12w_pb_x300.png
r0376,Cabernet Sauvignon Vineyard 887 2016,4.8,39,https://images.vivino.com/thumbs/As4eGQeHTdmvXTjpjwne2Q_pb_x300.png
r0377,Few and Far Between Cabernet Sauvignon 2013,4.8,39,https://images.vivino.com/thumbs/4BpJn7V2Tl-jR3lIVrq13g_pb_x300.png
r0378,Herb Lamb Vineyard Cabernet Sauvignon 1994,4.8,39,https://images.vivino.com/thumbs/_YKsSAQpQD-49_Jsb84CDg_pb_x300.png
r0382,Cabernet Sauvignon RBS Beckstoffer To Kalon Vineyard 2016,4.8,38,https://images.vivino.com/thumbs/GpcSXs2ERS6niDxoAsvESA_pb_x300.png
r0383,Cabernet Sauvignon 2014,4.8,38,https://images.vivino.com/thumbs/9ZVSAIGtRJWfopAJfFlbZw_pb_x300.png
r0384,Cabernet Sauvignon St. Helena Mountain 2016,4.8,38,https://images.vivino.com/thumbs/05c129iwR-mOludhobyiCA_pb_x300.png
r0385,Cabernet Sauvignon 2003,4.8,38,https://images.vivino.com/thumbs/pU7uFKR-TAKAOQaf3Hpn2A_pb_x300.png
r0386,GTS Cabernet Sauvignon 2013,4.8,38,https://images.vivino.com/thumbs/gVrX2HuIThGU4cHK5gyc3w_pb_x300.png
r0387,Cabernet Sauvignon 2011,4.8,37,https://images.vivino.com/thumbs/uctga7b-S3WTNoOs0T6lnQ_pb_x300.png
r0388,The Beast Cabernet Sauvignon 2014,4.8,38,https://images.vivino.com/thumbs/easjTPIcS-mCQ99XoYOMgQ_pb_x300.png
r0389,Cabernet Sauvignon 2009,4.8,37,https://images.vivino.com/thumbs/W9SL9-grQHqF6tNmeF-qhA_pb_x300.png
r0393,G.III Cabernet Sauvignon 2010,4.8,36,https://images.vivino.com/thumbs/wFc7b-9hQhSs4wNG3-hprw_pb_x300.png
r0394,Cabernet Sauvignon 2004,4.8,36,https://images.vivino.com/thumbs/pU7uFKR-TAKAOQaf3Hpn2A_pb_x300.png
r0395,Cabernet Sauvignon 2013,4.8,36,https://images.vivino.com/thumbs/fA6pJdaUQsWRi3XhHjoctQ_pb_x300.png
r0401,Cabernet Sauvignon 2011,4.8,36,https://images.vivino.com/thumbs/yQW-z9tcSwO71bSL3ACglA_pb_x300.png
r0414,Cave Collection Cabernet Sauvignon 2003,4.8,34,https://images.vivino.com/thumbs/SY7Ry282SoSrotuDcSoa-g_pb_x300.png
r0415,Lorraine Estate Syrah 2006,4.8,33,https://images.vivino.com/thumbs/uAHcIxbsQDqHPF0dt-anOg_pb_x300.png
r0417,Pinot Noir CIX 2011,4.8,33,https://images.vivino.com/thumbs/2eFazpM1TN2Mgi8OO4QHNA_pb_x300.png
r0423,Cabernet Sauvignon 2015,4.8,33,https://images.vivino.com/thumbs/V1dBHwuBQsqUeHuGeGdiYw_pb_x300.png
r0425,Kalimna Block 42 Cabernet Sauvignon 2004,4.8,33,https://images.vivino.com/thumbs/SLrZXiAYSBm65_cLaiy5_Q_pb_x300.png
r0428,Cabernet Sauvignon 2012,4.8,32,https://images.vivino.com/thumbs/tYb0id7JQz6V15fUBl1w3w_pb_x300.png
r0430,IX Estate Syrah 2010,4.8,32,https://images.vivino.com/thumbs/9bny9VHLSeuuzmPSpMz2Ow_pb_x300.png
r0431,Panek Vineyard Cabernet Sauvignon 2015,4.8,32,https://images.vivino.com/thumbs/BeV2BOMoQC2qVPvKuB78fg_pb_x300.png
r0432,Stonessence Estate Syrah 2010,4.8,32,https://images.vivino.com/thumbs/KolEMkckTWu-vYDfDAXaKw_pb_x300.png
r0434,Beckstoffer To Kalon Vineyard Cabernet Sauvignon 2012,4.8,31,https://images.vivino.com/thumbs/FpetmocOSuGVSDlOdGRWwQ_pb_x300.png
r0436,The Beast Cabernet Sauvignon 2016,4.8,31,https://images.vivino.com/thumbs/easjTPIcS-mCQ99XoYOMgQ_pb_x300.png
r0439,Songbook Cabernet Sauvignon 2013,4.8,30,https://images.vivino.com/thumbs/fkRNRyqNSY6et6yVvdHh8g_pb_x300.png
r0443,Casa Real Reserva Especial Cabernet Sauvignon 1997,4.8,30,https://images.vivino.com/thumbs/EPPWmsqgSWy3HZLkZ9XjXA_pb_x300.png
r0445,Gaston Cabernet Sauvignon 2010,4.8,30,https://images.vivino.com/thumbs/yF180mpVQMS13Ci9B_cI9A_pb_x300.png
r0448,Trailside Vineyard Cabernet Sauvignon 1999,4.8,30,https://images.vivino.com/thumbs/hixqqIskQp6jtJbnDyuclg_pb_x300.png
r0449,Reserve Cabernet Sauvignon 2006,4.8,30,https://images.vivino.com/thumbs/sKXbMpCST7G8v9Z4ldlA7w_pb_x300.png
r0450,Tench Vineyard Cabernet Sauvignon 2014,4.8,30,https://images.vivino.com/thumbs/il8Up6zZRRqVU3TKUcAHsw_pb_x300.png
r0451,Fortuna Vineyard Cabernet Sauvignon 2010,4.8,29,https://images.vivino.com/thumbs/txP_n7RGRKK9UDhylwbbWw_pb_x300.png
r0452,Ardore Cabernet Sauvignon 2012,4.8,29,https://images.vivino.com/thumbs/mr9v9f-_SvyVBV2FXStVNQ_pb_x300.png
r0453,Melanson Vineyard Cabernet Sauvignon 2012,4.8,29,https://images.vivino.com/thumbs/oqxvpfacQZyWiR1uEngY5A_pb_x300.png
r0459,Cabernet Sauvignon 2011,4.8,29,https://images.vivino.com/thumbs/RuufQM3QS8aHbvoUWETFqQ_pb_x300.png
r0461,Materium Cabernet Sauvignon 2008,4.8,29,https://images.vivino.com/thumbs/vqT06EsOQOOXR_9jqByJEA_pb_x300.png
r0463,GTS Cabernet Sauvignon 2014,4.8,28,https://images.vivino.com/thumbs/gVrX2HuIThGU4cHK5gyc3w_pb_x300.png
r0464,Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon 2009,4.8,28,https://images.vivino.com/thumbs/qmeRPQC1QCaTbAZ2n85ELQ_pb_x300.png
r0465,Cabernet Sauvignon 2012,4.8,28,https://images.vivino.com/thumbs/Z7f5FclURbaF4syyto0wlQ_pb_x300.png
r0469,Ellenbach Vineyard Pinot Noir N.V.,4.8,29,https://thumbs.vivino.com/avatars/L2bl_e5GTOGKqaTQsnmogQ_50x50.jpg
r0470,Merlot W.S Keyes Vineyard 2013,4.8,28,https://images.vivino.com/thumbs/atzaaGXGROGdwTulqtPMWA_pb_x300.png
r0471,Madrona Ranch Cabernet Sauvignon 2005,4.8,28,https://images.vivino.com/thumbs/L27lLpSLSQmHB9x5xFBpmQ_pb_x300.png
r0472,Pinot Noir 2016,4.8,28,https://images.vivino.com/thumbs/ENvYlKuCSVOPRLZUu-SOKg_pb_x300.png
r0473,The Beast Cabernet Sauvignon 2011,4.8,28,https://images.vivino.com/thumbs/easjTPIcS-mCQ99XoYOMgQ_pb_x300.png
r0475,Beckstoffer To Kalon Vineyard Cabernet Sauvignon 2013,4.8,28,https://images.vivino.com/thumbs/B-Ov6VPWS6mcczRFNNp98A_pb_x300.png
r0479,Reserve Cabernet Sauvignon 2002,4.8,27,https://images.vivino.com/thumbs/JJky4wZ7QqCc2IxwSMPVMg_pb_x300.png
r0480,Cabernet Sauvignon Beckstoffer To Kalon Vineyard 2013,4.8,27,https://images.vivino.com/thumbs/pMCzMNrSTrOSjtGEb9wtug_pb_x300.png
r0482,Estate Reserve Pinot Noir 2007,4.8,27,https://images.vivino.com/avatars/default_user_50x50.png
r0483,Onda Napa Valley Cabernet Sauvignon 2010,4.8,27,https://thumbs.vivino.com/avatars/1730115_599066_big_app_50x50.jpg
r0485,Cabernet Sauvignon Proprietor Grown 2014,4.8,27,https://images.vivino.com/thumbs/JL0BHEkRTxqJUuW9QfABtA_pb_x300.png
r0486,Cabernet Sauvignon 2009,4.8,27,https://images.vivino.com/thumbs/_dyrZSN7Sq6xyIrWTS2slA_pb_x300.png
r0488,Sigaro Cabernet Sauvignon 2008,4.8,27,https://images.vivino.com/thumbs/KHRVGV5kQU-0yNlLU3hOHQ_pb_x300.png
r0491,Brinkman Block Cabernet Sauvignon 2015,4.8,26,https://images.vivino.com/thumbs/jCASOVd4Q7eAAgaKDTUC-w_pb_x300.png
r0494,GTS Cabernet Sauvignon 2012,4.8,26,https://images.vivino.com/thumbs/gVrX2HuIThGU4cHK5gyc3w_pb_x300.png
r0499,Cabernet Sauvignon 2012,4.8,26,https://images.vivino.com/thumbs/jRdE_SC9SXyjZlmZd9nRsQ_pb_x300.png
r0503,True Vineyard Cabernet Sauvignon 2013,4.8,26,https://images.vivino.com/thumbs/T8_v4hizTR-YX2nggkI52w_pb_x300.png
r0504,Wraith Cabernet Sauvignon 2014,4.8,26,https://images.vivino.com/thumbs/PBhGMcRNQ7aVnVNr7VgnWA_pb_x300.png
r0508,The Beast Cabernet Sauvignon 2010,4.8,26,https://images.vivino.com/thumbs/easjTPIcS-mCQ99XoYOMgQ_pb_x300.png
r0509,Estate Cabernet Sauvignon 1998,4.8,26,https://images.vivino.com/thumbs/BSTwXsV_Ts-btmOg2SKjyA_pb_x300.png
r0511,J. Daniel Cuvée Cabernet Sauvignon 2015,4.8,26,https://images.vivino.com/thumbs/RycC58UjQCqQ5fo1JIruIA_pb_x300.png
r0513,Mount Veeder Cabernet Sauvignon 2003,4.8,25,https://images.vivino.com/thumbs/41jCEa5TSouKrLK1mxZVLg_pb_x300.png
r0515,Finca Bella Vista Malbec 2003,4.8,25,https://images.vivino.com/thumbs/yVwf7mPvTfOk9gcKzV2YoQ_pb_x300.png
